source_file,source_path,標案案號,標案名稱,機關代碼,機關名稱,單位名稱,機關地址,聯絡人,聯絡電話,傳真號碼,電子郵件信箱,預算金額,預算_hidden,公告日,截止投標,開標時間,開標地點,案件狀態,決標廠商,決標日期,決標金額
detail_177.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_177.html,114T031,油污監測無人飛行系統,3.9.28,國立中山大學,總務處事務組(採購)/海洋環境及工程學系(需求),"804
				
				
				高雄市
				鼓山區
				蓮海路70號",王瑞緹(採購)/莊偉良老師#5184(需求規格),"(07)
				
				
					5252000
				
				
					#2353","(07)
				
				
					5252369",wjuiti@mail.nsysu.edu.tw,"380,000元",380000,114/06/26,114/07/01 17:00,114/07/02 10:00,本校行政大樓3樓3001室,招標中,,,
detail_178.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_178.html,114T031,油污監測無人飛行系統,3.9.28,國立中山大學,總務處事務組(採購)/海洋環境及工程學系(需求),"804
				
				
				高雄市
				鼓山區
				蓮海路70號",王瑞緹(採購)/莊偉良老師#5184(需求規格),"(07)
				
				
					5252000
				
				
					#2353","(07)
				
				
					5252369",wjuiti@mail.nsysu.edu.tw,"380,000元",380000,114/06/26,114/07/01 17:00,114/07/02 10:00,本校行政大樓3樓3001室,招標中,,,
detail_179.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_179.html,11414000228,訓練型四軸無人機等乙批,3.10.90.19,南臺學校財團法人南臺科技大學,南臺學校財團法人南臺科技大學,"710
				
				
				臺南市
				永康區
				南台街一號",總務處事務組林小姐,"(06)
				
				
					2533131
				
				
					#2301","(06)
				
				
					2435331",lily99180012@stust.edu.tw,"1,051,435元",1051435,114/06/26,114/07/01 10:00,114/07/02 10:00,本校L003會議室或其他總務處指定地點,招標中,,,
detail_18.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_18.html,CGA114041,岸海監偵遙控無人機試辦計畫,A.47.1,海洋委員會海巡署,海洋委員會海巡署,"116
				
				
				臺北市
				文山區
				興隆路3段296號",李科員,"(02)
				
				
					22399201
				
				
					#266425","(02)
				
				
					22399285",v0303@cga.gov.tw,"215,842,000元",215842000,114/11/06,114/12/01 17:00,114/12/02 10:00,116臺北市文山區興隆路3段296號,招標中,,,
detail_180.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_180.html,11414000228,訓練型四軸無人機等乙批,3.10.90.19,南臺學校財團法人南臺科技大學,南臺學校財團法人南臺科技大學,"710
				
				
				臺南市
				永康區
				南台街一號",總務處事務組林小姐,"(06)
				
				
					2533131
				
				
					#2301","(06)
				
				
					2435331",lily99180012@stust.edu.tw,"1,051,435元",1051435,114/06/26,114/07/01 10:00,114/07/02 10:00,本校L003會議室或其他總務處指定地點,招標中,,,
detail_181.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_181.html,114-a12,傳輸次數,A.1.3.2,內政部國家公園署玉山國家公園管理處,內政部國家公園署玉山國家公園管理處,"553
				
				
				南投縣
				水里鄉
				中山路1段515號",沈献程,"(049)
				
				
					2773121
				
				
					#233","(049)
				
				
					2348234",1196@nps.gov.tw,"357,000元",357000,114/06/24,114/07/07 10:00 (截止投標時間依招標期限標準第11條第4項以次一辦公日之同一截止投標時間代之，順延至114/07/08 10:00截止投標),114/07/07 11:00 (順延後之截止投標時間晚於原開標時間，故開標時間順延至114/07/08 10:00後方可開標，實際開標時間請洽機關(049)2773121#233),本處三樓第2會議室(553南投縣⽔⾥鄉中⼭路1段515號),招標中,,,
detail_182.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_182.html,114-a12,傳輸次數,A.1.3.2,內政部國家公園署玉山國家公園管理處,內政部國家公園署玉山國家公園管理處,"553
				
				
				南投縣
				水里鄉
				中山路1段515號",沈献程,"(049)
				
				
					2773121
				
				
					#233","(049)
				
				
					2348234",1196@nps.gov.tw,"357,000元",357000,114/06/24,114/07/07 10:00 (截止投標時間依招標期限標準第11條第4項以次一辦公日之同一截止投標時間代之，順延至114/07/08 10:00截止投標),114/07/07 11:00 (順延後之截止投標時間晚於原開標時間，故開標時間順延至114/07/08 10:00後方可開標，實際開標時間請洽機關(049)2773121#233),本處三樓第2會議室(553南投縣⽔⾥鄉中⼭路1段515號),招標中,,,
detail_183.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_183.html,H113-016-02-1,AI智慧搜救派遣系統建置中程計畫-行政院國家搜救指揮中心AI智慧搜救派遣系統暨補助地方建置案-第2階段複雜地形攜帶型無人機採購案,3.1.6,內政部消防署,救災救護指揮中心,"231
				
				
				新北市
				新店區
				北新路3段200號8樓",劉泰宏,"(02)
				
				
					89114119
				
				
					#6802","(02)
				
				
					81966137",seven@nfa.gov.tw,"18,425,000元",18425000,114/06/20,114/06/25 17:00,114/06/26 10:00,231新北市新店區北新路3段200號7樓第1開標室,招標中,,,
detail_184.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_184.html,H113-016-02-1,AI智慧搜救派遣系統建置中程計畫-行政院國家搜救指揮中心AI智慧搜救派遣系統暨補助地方建置案-第2階段複雜地形攜帶型無人機採購案,3.1.6,內政部消防署,救災救護指揮中心,"231
				
				
				新北市
				新店區
				北新路3段200號8樓",劉泰宏,"(02)
				
				
					89114119
				
				
					#6802","(02)
				
				
					81966137",seven@nfa.gov.tw,"18,425,000元",18425000,114/06/20,114/06/25 17:00,114/06/26 10:00,231新北市新店區北新路3段200號7樓第1開標室,招標中,,,
detail_185.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_185.html,NLSC-114-70,114年及115年無人機影像結合AI技術自動分類地上物應用作業採購案,3.1.100.1,內政部國土測繪中心,秘書室,"408
				
				
				臺中市
				南屯區
				黎明路2段497號4F",施錦揮或謝惠雅,"(04)
				
				
					22522966
				
				
					#207或746","(04)
				
				
					22591891",17014@mail.nlsc.gov.tw,"1,500,000元",1500000,114/06/20,114/07/07 09:30 (截止投標時間依招標期限標準第11條第4項以次一辦公日之同一截止投標時間代之，順延至114/07/08 09:30截止投標),114/07/07 10:30 (順延後之截止投標時間晚於原開標時間，故開標時間順延至114/07/08 09:30後方可開標，實際開標時間請洽機關(04)22522966#207或746),機關4樓第3會議室,招標中,,,
detail_186.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_186.html,NLSC-114-70,114年及115年無人機影像結合AI技術自動分類地上物應用作業採購案,3.1.100.1,內政部國土測繪中心,秘書室,"408
				
				
				臺中市
				南屯區
				黎明路2段497號4F",施錦揮或謝惠雅,"(04)
				
				
					22522966
				
				
					#207或746","(04)
				
				
					22591891",17014@mail.nlsc.gov.tw,"1,500,000元",1500000,114/06/20,114/07/07 09:30 (截止投標時間依招標期限標準第11條第4項以次一辦公日之同一截止投標時間代之，順延至114/07/08 09:30截止投標),114/07/07 10:30 (順延後之截止投標時間晚於原開標時間，故開標時間順延至114/07/08 09:30後方可開標，實際開標時間請洽機關(04)22522966#207或746),機關4樓第3會議室,招標中,,,
detail_187.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_187.html,114FC17,114年韌性臺灣-遙控無人機2組採購,3.71.5.20,連江縣消防局,連江縣消防局,"209
				
				
				連江縣
				南竿鄉
				清水村84-1號",郭庭彰,"(0836)
				
				
					23799
				
				
					#361","(0836)
				
				
					23816",sktj8504109@gmail.com,"345,500元",345500,114/06/20,114/06/25 17:00,114/06/26 09:00,本局二樓會議室,招標中,,,
detail_188.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_188.html,114FC17,114年韌性臺灣-遙控無人機2組採購,3.71.5.20,連江縣消防局,連江縣消防局,"209
				
				
				連江縣
				南竿鄉
				清水村84-1號",郭庭彰,"(0836)
				
				
					23799
				
				
					#361","(0836)
				
				
					23816",sktj8504109@gmail.com,"345,500元",345500,114/06/20,114/06/25 17:00,114/06/26 09:00,本局二樓會議室,招標中,,,
detail_189.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_189.html,B114060,114年亞洲無人機 AI 創新應用研發中心環境與廁所清潔維護,3.92.39,國立虎尾科技大學,國立虎尾科技大學,"632
				
				
				雲林縣
				虎尾鎮
				文化路64號",謝廣合（總務處事務組）,"(05)
				
				
					6315227","(05)
				
				
					6334929",skh@nfu.edu.tw,"520,800元",520800,114/06/17,114/06/24 10:30,114/06/24 11:00,本校行政大樓四樓事務組,招標中,,,
detail_19.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_19.html,GF4-114135,114年戰術偵蒐無人機,A.7.31.1,臺灣銀行股份有限公司,臺灣銀行股份有限公司採購部,"100
				
				
				臺北市
				中正區
				武昌街一段45號",開標一科 吳先生,"(02)
				
				
					23497668","(02)
				
				
					23116661",bot23206@mail.bot.com.tw,"3,200,000元",3200000,114/11/06,114/11/19 17:00,114/11/20 15:00,臺灣銀行採購部2樓開標室(100001臺北市中正區武昌街1段45號2樓),招標中,,,
detail_190.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_190.html,B114060,114年亞洲無人機 AI 創新應用研發中心環境與廁所清潔維護,3.92.39,國立虎尾科技大學,國立虎尾科技大學,"632
				
				
				雲林縣
				虎尾鎮
				文化路64號",謝廣合（總務處事務組）,"(05)
				
				
					6315227","(05)
				
				
					6334929",skh@nfu.edu.tw,"520,800元",520800,114/06/17,114/06/24 10:30,114/06/24 11:00,本校行政大樓四樓事務組,招標中,,,
detail_191.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_191.html,114051,114 年度無人機教育中心環境改善工程,3.79.5.35,臺北市立木柵高級工業職業學校,臺北市立木柵高級工業職業學校,"116
				
				
				臺北市
				文山區
				木柵路4段77號",鄭明正,"(02)
				
				
					22300506
				
				
					#608","(02)
				
				
					22395471",roy967@mcvs.tp.edu.tw,"3,615,370元",3615370,114/06/12,114/06/23 17:00,114/06/24 10:00,116臺北市文山區木柵路4段77號,招標中,,,
detail_192.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_192.html,114051,114 年度無人機教育中心環境改善工程,3.79.5.35,臺北市立木柵高級工業職業學校,臺北市立木柵高級工業職業學校,"116
				
				
				臺北市
				文山區
				木柵路4段77號",鄭明正,"(02)
				
				
					22300506
				
				
					#608","(02)
				
				
					22395471",roy967@mcvs.tp.edu.tw,"3,615,370元",3615370,114/06/12,114/06/23 17:00,114/06/24 10:00,116臺北市文山區木柵路4段77號,招標中,,,
detail_193.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_193.html,D06143016,無人機干擾器,3.13.50.41,台灣中油股份有限公司油品行銷事業部,台灣中油股份有限公司油品行銷事業部行政室,"110
				
				
				臺北市
				信義區
				松仁路3號",胡聿萱,"(02)
				
				
					87259418","(02)
				
				
					87899050",106631@cpc.com.tw,"1,479,996元",1479996,114/06/12,114/06/16 17:00,114/06/17 10:30,110臺北市信義區松仁路3號17樓1701會議室,招標中,,,
detail_194.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_194.html,D06143016,無人機干擾器,3.13.50.41,台灣中油股份有限公司油品行銷事業部,台灣中油股份有限公司油品行銷事業部行政室,"110
				
				
				臺北市
				信義區
				松仁路3號",胡聿萱,"(02)
				
				
					87259418","(02)
				
				
					87899050",106631@cpc.com.tw,"1,479,996元",1479996,114/06/12,114/06/16 17:00,114/06/17 10:30,110臺北市信義區松仁路3號17樓1701會議室,招標中,,,
detail_195.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_195.html,FG14019P015,遙控無人機採購案,3.5.47,國防部陸軍司令部,陸軍花東防衛指揮部,"970
				
				
				花蓮縣
				花蓮市
				南美崙郵政90722號信箱",陳小姐,"(038)
				
				
					359704","(038)
				
				
					359794",HDC90722@mail.mil.tw,"1,180,000元",1180000,114/06/12,114/06/17 09:30,114/06/17 14:30,花蓮市新興路80號,招標中,,,
detail_196.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_196.html,FG14019P015,遙控無人機採購案,3.5.47,國防部陸軍司令部,陸軍花東防衛指揮部,"970
				
				
				花蓮縣
				花蓮市
				南美崙郵政90722號信箱",陳小姐,"(038)
				
				
					359704","(038)
				
				
					359794",HDC90722@mail.mil.tw,"1,180,000元",1180000,114/06/12,114/06/17 09:30,114/06/17 14:30,花蓮市新興路80號,招標中,,,
detail_197.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_197.html,1051400020,無人機24台,3.13.31.10,台灣電力股份有限公司台中區營業處,台灣電力股份有限公司台中區營業處,"400
				
				
				臺中市
				中區
				自由路二段86號",採購：黃馨儀/規範：黃彥瑋,"(04)
				
				
					22245131
				
				
					#5264/6602","(04)
				
				
					22258310",u014441@taipower.com.tw,"6,602,400元",6602400,114/06/11,114/06/23 17:00,114/06/24 10:00,400臺中市中區自由路二段86號,招標中,,,
detail_198.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_198.html,1051400020,無人機24台,3.13.31.10,台灣電力股份有限公司台中區營業處,台灣電力股份有限公司台中區營業處,"400
				
				
				臺中市
				中區
				自由路二段86號",採購：黃馨儀/規範：黃彥瑋,"(04)
				
				
					22245131
				
				
					#5264/6602","(04)
				
				
					22258310",u014441@taipower.com.tw,"6,602,400元",6602400,114/06/11,114/06/23 17:00,114/06/24 10:00,400臺中市中區自由路二段86號,招標中,,,
detail_199.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_199.html,114E-14,物聯網工程與應用學位學程多旋翼無人機教學教學設備採購案,3.10.99.72,廣亞學校財團法人育達科技大學,廣亞學校財團法人育達科技大學,"361
				
				
				苗栗縣
				造橋鄉
				談文村學府路168號",傅彥平,"(037)
				
				
					651188
				
				
					#3200","(037)
				
				
					651201",kennyfu@ydu.edu.tw,"272,160元",272160,114/06/11,114/06/13 17:00,114/06/16 14:00,本校綜合大樓307會議室。,招標中,,,
detail_2.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_2.html,21141107,115年度臺南市公園綠地測量及無人機UVA輔助巡查開口契約,3.95.11,臺南市政府工務局,公園管理科一股,"708
				
				
				臺南市
				安平區
				永華路2段6號",張宥珍,"(06)
				
				
					2991111
				
				
					#8699","(06)
				
				
					2982806",yuchen88@mail.tainan.gov.tw,"441,239元",441239,114/11/19,114/12/02 12:00,114/12/02 15:00,臺南市政府地下一樓採購開標室（臺南市安平區永華路2段6號）,招標中,,,
detail_20.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_20.html,GF4-114135,114年戰術偵蒐無人機,A.7.31.1,臺灣銀行股份有限公司,臺灣銀行股份有限公司採購部,"100
				
				
				臺北市
				中正區
				武昌街一段45號",開標一科 吳先生,"(02)
				
				
					23497668","(02)
				
				
					23116661",bot23206@mail.bot.com.tw,"3,200,000元",3200000,114/11/06,114/11/19 17:00,114/11/20 15:00,臺灣銀行採購部2樓開標室(100001臺北市中正區武昌街1段45號2樓),招標中,,,
detail_200.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_200.html,114E-14,物聯網工程與應用學位學程多旋翼無人機教學教學設備採購案,3.10.99.72,廣亞學校財團法人育達科技大學,廣亞學校財團法人育達科技大學,"361
				
				
				苗栗縣
				造橋鄉
				談文村學府路168號",傅彥平,"(037)
				
				
					651188
				
				
					#3200","(037)
				
				
					651201",kennyfu@ydu.edu.tw,"272,160元",272160,114/06/11,114/06/13 17:00,114/06/16 14:00,本校綜合大樓307會議室。,招標中,,,
detail_201.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_201.html,FA14040P034,訓練用無人機,3.5.47,國防部陸軍司令部,陸軍第六軍團指揮部,"320
				
				
				桃園市
				中壢區
				成章一街2號",吳士官長,"(03)
				
				
					4607306","(03)
				
				
					4503273",6AC90752@mail.mil.tw,"5,949,600元",5949600,114/06/10,114/06/19 10:00,114/06/19 14:30,320桃園市中壢區成章一街2號,招標中,,,
detail_202.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_202.html,FA14040P034,訓練用無人機,3.5.47,國防部陸軍司令部,陸軍第六軍團指揮部,"320
				
				
				桃園市
				中壢區
				成章一街2號",吳士官長,"(03)
				
				
					4607306","(03)
				
				
					4503273",6AC90752@mail.mil.tw,"5,949,600元",5949600,114/06/10,114/06/19 10:00,114/06/19 14:30,320桃園市中壢區成章一街2號,招標中,,,
detail_203.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_203.html,1140538216,「2025臺南夏日音樂節空中展演」委託專業服務案,3.95.30,臺南市政府觀光旅遊局,觀光行銷科,"730
				
				
				臺南市
				新營區
				民治路36號",許翊綸,"(06)
				
				
					6322231
				
				
					#6500","(06)
				
				
					6329247",andreshiu09@mail.tainan.gov.tw,"2,000,000元",2000000,114/06/06,114/06/17 17:00,114/06/18 10:30,臺南市政府觀光旅遊局民治市政中心(世紀大樓6樓)-會議室,招標中,,,
detail_204.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_204.html,1140538216,「2025臺南夏日音樂節空中展演」委託專業服務案,3.95.30,臺南市政府觀光旅遊局,觀光行銷科,"730
				
				
				臺南市
				新營區
				民治路36號",許翊綸,"(06)
				
				
					6322231
				
				
					#6500","(06)
				
				
					6329247",andreshiu09@mail.tainan.gov.tw,"2,000,000元",2000000,114/06/06,114/06/17 17:00,114/06/18 10:30,臺南市政府觀光旅遊局民治市政中心(世紀大樓6樓)-會議室,招標中,,,
detail_205.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_205.html,114-17-02-Y001-F,本局採購5臺遙控無人機干擾器,3.76.48.18,南投縣政府警察局,南投縣政府警察局,"540
				
				
				南投縣
				南投市
				南崗二路133號",林茂演,"(049)
				
				
					2222111
				
				
					#2085","(049)
				
				
					2246938",575753@ncpb.gov.tw,"925,000元",925000,114/06/05,114/06/12 17:00,114/06/13 10:00,540南投縣南投市南崗二路133號(本局3樓開標室),招標中,,,
detail_206.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_206.html,114-17-02-Y001-F,本局採購5臺遙控無人機干擾器,3.76.48.18,南投縣政府警察局,南投縣政府警察局,"540
				
				
				南投縣
				南投市
				南崗二路133號",林茂演,"(049)
				
				
					2222111
				
				
					#2085","(049)
				
				
					2246938",575753@ncpb.gov.tw,"925,000元",925000,114/06/05,114/06/12 17:00,114/06/13 10:00,540南投縣南投市南崗二路133號(本局3樓開標室),招標中,,,
detail_207.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_207.html,114E-14,物聯網工程與應用學位學程多旋翼無人機教學教學設備採購案,3.10.99.72,廣亞學校財團法人育達科技大學,廣亞學校財團法人育達科技大學,"361
				
				
				苗栗縣
				造橋鄉
				談文村學府路168號",傅彥平,"(037)
				
				
					651188
				
				
					#3200","(037)
				
				
					651201",kennyfu@ydu.edu.tw,"272,160元",272160,114/06/03,114/06/09 17:00,114/06/10 14:00,本校綜合大樓307會議室。,招標中,,,
detail_208.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_208.html,114E-14,物聯網工程與應用學位學程多旋翼無人機教學教學設備採購案,3.10.99.72,廣亞學校財團法人育達科技大學,廣亞學校財團法人育達科技大學,"361
				
				
				苗栗縣
				造橋鄉
				談文村學府路168號",傅彥平,"(037)
				
				
					651188
				
				
					#3200","(037)
				
				
					651201",kennyfu@ydu.edu.tw,"272,160元",272160,114/06/03,114/06/09 17:00,114/06/10 14:00,本校綜合大樓307會議室。,招標中,,,
detail_209.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_209.html,D06143016,無人機干擾器,3.13.50.41,台灣中油股份有限公司油品行銷事業部,台灣中油股份有限公司油品行銷事業部行政室,"110
				
				
				臺北市
				信義區
				松仁路3號",胡聿萱,"(02)
				
				
					87259418","(02)
				
				
					87899050",106631@cpc.com.tw,"1,479,996元",1479996,114/06/03,114/06/09 17:00,114/06/10 10:00,110臺北市信義區松仁路3號17樓1701會議室,招標中,,,
detail_21.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_21.html,TP114009,無人機教學實驗系統,03812404,中華學校財團法人中華科技大學,電資系,"115
				
				
				臺北市
				南港區
				研究院路三段245號",黃勇智,"(02)
				
				
					27821862
				
				
					#296","(02)
				
				
					27882607",x0224@cc.cust.edu.tw,"200,000元",200000,114/11/06,114/11/10 17:00,114/11/11 09:30,榮華樓4樓會議室,招標中,,,
detail_210.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_210.html,D06143016,無人機干擾器,3.13.50.41,台灣中油股份有限公司油品行銷事業部,台灣中油股份有限公司油品行銷事業部行政室,"110
				
				
				臺北市
				信義區
				松仁路3號",胡聿萱,"(02)
				
				
					87259418","(02)
				
				
					87899050",106631@cpc.com.tw,"1,479,996元",1479996,114/06/03,114/06/09 17:00,114/06/10 10:00,110臺北市信義區松仁路3號17樓1701會議室,招標中,,,
detail_211.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_211.html,H113-016-02-1,AI智慧搜救派遣系統建置中程計畫-行政院國家搜救指揮中心AI智慧搜救派遣系統暨補助地方建置案-第2階段複雜地形攜帶型無人機採購案,3.1.6,內政部消防署,救災救護指揮中心,"231
				
				
				新北市
				新店區
				北新路3段200號8樓",劉泰宏,"(02)
				
				
					89114119
				
				
					#6802","(02)
				
				
					81966137",seven@nfa.gov.tw,"18,425,000元",18425000,114/06/03,114/06/16 17:00,114/06/17 14:00,231新北市新店區北新路3段200號7樓第2開標室,招標中,,,
detail_212.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_212.html,H113-016-02-1,AI智慧搜救派遣系統建置中程計畫-行政院國家搜救指揮中心AI智慧搜救派遣系統暨補助地方建置案-第2階段複雜地形攜帶型無人機採購案,3.1.6,內政部消防署,救災救護指揮中心,"231
				
				
				新北市
				新店區
				北新路3段200號8樓",劉泰宏,"(02)
				
				
					89114119
				
				
					#6802","(02)
				
				
					81966137",seven@nfa.gov.tw,"18,425,000元",18425000,114/06/03,114/06/16 17:00,114/06/17 14:00,231新北市新店區北新路3段200號7樓第2開標室,招標中,,,
detail_213.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_213.html,FB14067P045,無人機採購案,3.5.47,國防部陸軍司令部,陸軍第八軍團指揮部,"842
				
				
				高雄市
				旗山區
				圓富里泰山路1號",黃士官長,"(07)
				
				
					6691330","(07)
				
				
					6691460",8AC90763@mail.mil.tw,"4,500,000元",4500000,114/05/29,114/06/04 17:00,114/06/05 14:30,旗山泰山營區開標室（高雄市旗山區圓富里泰山路一號）,招標中,,,
detail_214.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_214.html,FB14067P045,無人機採購案,3.5.47,國防部陸軍司令部,陸軍第八軍團指揮部,"842
				
				
				高雄市
				旗山區
				圓富里泰山路1號",黃士官長,"(07)
				
				
					6691330","(07)
				
				
					6691460",8AC90763@mail.mil.tw,"4,500,000元",4500000,114/05/29,114/06/04 17:00,114/06/05 14:30,旗山泰山營區開標室（高雄市旗山區圓富里泰山路一號）,招標中,,,
detail_215.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_215.html,NS14012P012,無人機技術服務案,3.5.11,國防部軍醫局,三軍衛材供應處,"325
				
				
				桃園市
				龍潭區
				中興路168-1號",蔡忠諺,"(03)
				
				
					4708794
				
				
					#325091","(03)
				
				
					4993563",afmso@aftygh.gov.tw,"583,000元",583000,114/05/29,114/06/03 17:00,114/06/04 09:00,325桃園市龍潭區中興路168-1號假會議室,招標中,,,
detail_216.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_216.html,NS14012P012,無人機技術服務案,3.5.11,國防部軍醫局,三軍衛材供應處,"325
				
				
				桃園市
				龍潭區
				中興路168-1號",蔡忠諺,"(03)
				
				
					4708794
				
				
					#325091","(03)
				
				
					4993563",afmso@aftygh.gov.tw,"583,000元",583000,114/05/29,114/06/03 17:00,114/06/04 09:00,325桃園市龍潭區中興路168-1號假會議室,招標中,,,
detail_217.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_217.html,1141556,遙控無人機基本級專業操作證訓練課程採購案,3.97.11,高雄市政府工務局,工程企劃處,"802
				
				
				高雄市
				苓雅區
				四維三路2號5樓",温郁菁,"(07)
				
				
					3368333
				
				
					#2254","(07)
				
				
					3315313",shelley@kcg.gov.tw,"1,410,000元",1410000,114/05/26,114/06/04 17:00,114/06/05 10:30,802高雄市苓雅區四維三路2號5樓本局工程企劃處研討室,招標中,,,
detail_218.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_218.html,1141556,遙控無人機基本級專業操作證訓練課程採購案,3.97.11,高雄市政府工務局,工程企劃處,"802
				
				
				高雄市
				苓雅區
				四維三路2號5樓",温郁菁,"(07)
				
				
					3368333
				
				
					#2254","(07)
				
				
					3315313",shelley@kcg.gov.tw,"1,410,000元",1410000,114/05/26,114/06/04 17:00,114/06/05 10:30,802高雄市苓雅區四維三路2號5樓本局工程企劃處研討室,招標中,,,
detail_219.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_219.html,W114-32,114年補助義消無人機裝備器材採購案,3.80.32,桃園市政府消防局,桃園市政府消防局,"330
				
				
				桃園市
				桃園區
				力行路280號",楊巧薇,"(03)
				
				
					3379119
				
				
					#219","(03)
				
				
					3351953",10033500@mail.tycg.gov.tw,"990,000元",990000,114/05/23,114/05/27 17:00,114/05/28 10:00,桃園市桃園區力行路280號3樓多功會議室。,招標中,,,
detail_22.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_22.html,TP114009,無人機教學實驗系統,03812404,中華學校財團法人中華科技大學,電資系,"115
				
				
				臺北市
				南港區
				研究院路三段245號",黃勇智,"(02)
				
				
					27821862
				
				
					#296","(02)
				
				
					27882607",x0224@cc.cust.edu.tw,"200,000元",200000,114/11/06,114/11/10 17:00,114/11/11 09:30,榮華樓4樓會議室,招標中,,,
detail_220.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_220.html,W114-32,114年補助義消無人機裝備器材採購案,3.80.32,桃園市政府消防局,桃園市政府消防局,"330
				
				
				桃園市
				桃園區
				力行路280號",楊巧薇,"(03)
				
				
					3379119
				
				
					#219","(03)
				
				
					3351953",10033500@mail.tycg.gov.tw,"990,000元",990000,114/05/23,114/05/27 17:00,114/05/28 10:00,桃園市桃園區力行路280號3樓多功會議室。,招標中,,,
detail_221.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_221.html,11423510610,「114年多旋翼無人機術科測驗訓練」採購案,3.11.1,法務部調查局,鑑識科學處,"231
				
				
				新北市
				新店區
				中華路74號",何小姐,"(02)
				
				
					29112241
				
				
					#3734","(02)
				
				
					29143305",m43067@mjib.gov.tw,"300,000元",300000,114/05/22,114/05/26 17:00,114/05/27 09:30,231209新北市新店區中華路74號，法務部調查局行政大樓1樓102室開標室,招標中,,,
detail_222.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_222.html,11423510610,「114年多旋翼無人機術科測驗訓練」採購案,3.11.1,法務部調查局,鑑識科學處,"231
				
				
				新北市
				新店區
				中華路74號",何小姐,"(02)
				
				
					29112241
				
				
					#3734","(02)
				
				
					29143305",m43067@mjib.gov.tw,"300,000元",300000,114/05/22,114/05/26 17:00,114/05/27 09:30,231209新北市新店區中華路74號，法務部調查局行政大樓1樓102室開標室,招標中,,,
detail_223.html,F:\Drone_Tender_Reptile\pcc_results_selenium\detail_223.html,FC14050P037,114年度訓練用無人機採購案,3.5.47,國防部陸軍司令部,陸軍第十軍團指揮部,"426
				
				
				臺中市
				新社區
				新社郵政90774-6號信箱",李先生,"(04)
				
				
					25814625
				
				
					#532223","(04)
				
				
					25819901",10ac90774@mail.mil.tw,"5,904,000元",5904000,114/05/21,114/06/02 17:00,114/06/03 09:00,陸軍第十軍團指揮部後勤處（臺中市新社區華豐街137-1號）,招標中,,,
